laser_wavelength_nm,numerical_aperture,spot_size_nm,track_pitch_nm,layer_count,layer_spacing_nm,isi_factor,crosstalk_factor,recording_material,thermal_conductivity_w_mk,activation_energy_ev,temperature_c,relative_humidity,prml_enabled,ctc_enabled,physics_snr_db,measured_snr_db,thermal_factor
650,0.5610051924527677,706.7670769079062,707.7875232449659,1,1000000.0,0.9985582589357026,0.9979611885312547,MDISC,1.8885844666050748,2.003476065265595,45.537365128878285,43.39288025190232,0,0,46.4629109829056,46.35956181332331,2.0733672600311426e-32
650,0.571876421957307,693.3316093762655,746.8792770388533,1,1000000.0,0.9283047885932948,0.8984400158362337,GST_HTL,0.7539154139343447,1.8987504251354406,54.815213641989416,66.98164719395535,0,1,43.746731301683354,45.16095551757735,6.641534258261111e-30
780,0.4809564333979897,989.2787931714331,1600.6858299465887,1,1000000.0,0.6180343292002798,0.29440053538958644,GST_HTL,1.4082658859666537,1.8958247562667891,27.244743604561155,49.15622082220504,1,0,52.68947620143436,55.32661493917616,1.5609800162171357e-32
780,0.4442159938277426,1071.1005605631233,1677.6037776332532,1,1000000.0,0.6384705225653589,0.29730211524881023,MDISC,1.5190595539556424,2.408215936609692,59.917256249227556,22.057403517234356,1,1,53.388117257818365,57.47834922174078,3.6332079476273853e-37
780,0.4790892943188242,993.1342771424252,1645.4564766316246,1,1000000.0,0.6035615595104935,0.27126898142329114,DYE_LTH,0.16794873255938142,1.0580691161637799,28.718321450249572,65.27501904819728,0,1,49.673250111905965,50.31565762210088,2.1638776991113385e-18
405,0.7771793106959027,317.8803097303069,322.1221362599714,2,18428.250326959496,0.9868316205184946,0.9915522315759867,GST_HTL,1.4821683433294357,2.0066543565084056,33.04145874152045,89.70029598063394,1,1,32.09244905690148,34.04656335433975,9.361434380043357e-34
780,0.4388707108341379,1084.1461693710946,1543.3910662635985,2,27699.91713357459,0.7024442431144223,0.39912134170174707,MDISC,1.523606501697752,2.44388504938048,62.546422438375636,84.8507995376758,1,1,53.22002668236462,55.198050329904916,2.0426229396079404e-37
405,0.8362552299840472,295.42416135886265,294.65915309292643,1,1000000.0,1.0025962480985444,1.0,DYE_LTH,0.307568559307808,1.0607845038010402,31.213465473027988,66.97433770780287,0,0,3.891466988998617,2.9885482709261386,2.7232300942981934e-18
780,0.49209399242521296,966.8884548967761,1550.8635627142119,2,22632.2111525814,0.6234516550279873,0.31100377903621756,DYE_LTH,0.17513854558167524,1.0359483390242175,68.94464291375044,48.93937223675641,1,0,49.977833090540685,50.676299618830015,5.473791162539756e-16
780,0.4692517693818864,1013.9546210486093,1521.9822048762994,2,19211.585436612837,0.6662066204190734,0.36202023618494783,GST_HTL,1.145472295907168,1.8708442717628198,67.02292921764572,86.31428616020699,1,0,52.3966297515951,52.93540689990701,1.9177978857321148e-28
405,0.8738993401131139,282.69846269482576,311.3344155991303,2,23584.387037562574,0.9080218842841462,0.9443372636673477,MDISC,1.2602770048049026,2.152848509643591,29.5455515575173,31.477988551212547,0,0,33.027386264737416,31.312270929545157,1.4315386720502027e-36
780,0.47700611700893647,997.4714852369202,1496.8771824053167,2,29850.80775156395,0.6663682879006101,0.3683169647285745,GST_HTL,1.0183296523637368,2.150949228771182,57.03843088771022,65.76125927962144,1,0,52.593083432735845,53.25283410984735,1.4768325142432985e-33
405,0.7885463186742138,313.2980195955593,315.89277985004935,1,1000000.0,0.991785946308359,0.9948239217894961,DYE_LTH,0.12447825412007212,0.8020739451095947,51.394720747431805,25.541916280963378,0,0,-0.0049229949931873605,1.0,3.5057703742378913e-13
780,0.48720261352951993,976.5957463838009,1556.0070828735315,1,1000000.0,0.6276293707997063,0.3138554739806389,MDISC,1.8711468016554906,2.430202309155838,32.5125680257932,13.106778754353856,0,1,54.537157863802115,55.98802880413353,8.52540257893877e-41
405,0.8178916238071245,302.057134232566,333.82366991864893,1,1000000.0,0.9048403736804396,0.9384430831870029,DYE_LTH,0.1256042394981304,0.8206726884674431,46.567731578407404,53.25080972880852,1,1,2.5823152334183845,6.210134021843412,1.1576117766585044e-13
650,0.5541067516767876,715.5660868598834,728.0203947310637,1,1000000.0,0.982892913493473,0.9753990440731826,DYE_LTH,0.17525815820399837,0.8737334697325481,24.043648330859885,44.265157995208625,1,0,31.464826563245296,33.88407617404478,1.5251797319844793e-15
650,0.5656437042671086,700.9712951967455,710.4287591426881,2,25718.938840500938,0.9866876673779993,0.9812628367902181,DYE_LTH,0.18398016908378287,1.1819461122652775,56.89484583478843,54.34832420091205,1,0,32.15381508665401,32.25278400962581,8.947599548713683e-19
405,0.7656214042147335,322.6790664942147,311.9042389358798,1,1000000.0,1.034545306582223,1.0,GST_HTL,0.8114133093912942,2.191804211448604,28.766513494466928,11.372888146540019,1,1,30.66427783520261,34.29064146385204,2.588458238253884e-37
405,0.8104075956821495,304.84659980518694,327.6684125513095,1,1000000.0,0.9303508917187772,0.9553823754535774,MDISC,1.909344309838438,2.130446811670857,20.765227014519237,84.67490464635864,1,1,28.941985936074808,32.99073646021514,2.9452935023072505e-37
780,0.5144251597125168,924.9158813808752,1694.0029269900813,2,27014.239420235994,0.5459942640266116,0.2147728993474591,DYE_LTH,0.27201011250158,0.8514001412935641,60.56020883680015,75.65115805951643,1,1,50.448426918779916,51.6077175770442,1.3865453947741273e-13
650,0.5706684359876746,694.799247681825,713.2369974748223,1,1000000.0,0.9741491960480526,0.9637961208958418,GST_HTL,0.5389631323102336,2.0473015537351573,36.827710744436324,62.45781083045937,0,1,43.68107438565643,44.911174913581895,5.175006095584954e-34
780,0.4318164827621656,1101.8569670071151,1650.3647143332228,2,28162.080202905796,0.667644525744896,0.3338660231901004,DYE_LTH,0.34104427911545465,0.9128138290285226,28.871977188986143,70.04918013126867,1,1,48.3168031945972,49.41587783002832,5.862254602409154e-16
650,0.5750016449216105,689.563244734812,749.536411061519,3,23428.000382156606,0.9199863202886022,0.886968036660899,GST_HTL,1.1798447799002458,2.09596350417895,31.91180762019897,40.21831089410359,1,0,43.91370895286258,41.73860232276364,2.363759977320747e-35
780,0.45892016787341633,1036.7816306805666,1474.7744387789564,3,16369.300151792004,0.7030103068093402,0.4164513561316572,GST_HTL,1.450061967050805,2.1802428587750224,48.671894406164306,60.54697697358394,0,0,52.118839162541484,47.58559106292135,7.195753208344628e-35
405,0.8219813968049541,300.55424728623376,305.2916682252405,3,26719.440757068038,0.984482311729806,0.9905699030078778,GST_HTL,1.4309291056872926,2.189699283413764,69.79656210151646,14.469692374188003,1,1,36.21685007069382,35.75527340460069,6.625666932909986e-33
405,0.7631459478959627,323.72575741394036,298.7062684730879,2,16091.445095462903,1.0837595041736012,1.0,MDISC,1.764993781725197,2.04067439032095,24.241885704259595,88.93116628009403,0,0,23.958387786185135,21.895837669336846,2.6153448210213365e-35
405,0.8731423150599016,282.9435657153453,344.88325446773104,2,20643.893782963736,0.8204038962460524,0.8834864027901451,GST_HTL,1.2771469159274367,2.023361699894322,41.21110046234881,82.50835080757888,0,0,39.36063807208633,37.55675121983917,3.6462364613547954e-33
650,0.6240973860910668,635.3175142799647,771.635870608055,3,26163.174854149467,0.8233384922597359,0.7613693332358701,DYE_LTH,0.171251941387741,0.9600891571488099,43.88574454401139,16.631305735468338,1,0,34.84510524461052,32.87616757901458,5.468695532691844e-16
650,0.5512154474689817,719.3194635974205,795.6336530821845,1,1000000.0,0.9040837586631328,0.8584486801250298,MDISC,1.6221608872690398,2.49648239805965,23.689828236769944,54.30834275210566,1,1,45.859248899648826,49.99005241731445,4.115818718886885e-43
780,0.519583137502937,915.7341061656575,1650.4128143011367,1,1000000.0,0.5548515487947316,0.23007327904227473,DYE_LTH,0.37457630250073193,1.1834809629631384,22.89319488788537,41.56174388865039,0,0,50.54879030323315,50.663902802363374,7.123027171144415e-21
650,0.5688121159723761,697.0667270724165,735.7018911448939,1,1000000.0,0.9474853000413609,0.9256395933476572,DYE_LTH,0.12332039108949547,1.1897579230664665,69.31053722398013,65.85293712157961,1,0,32.331731960741266,33.979168522204134,3.097950816245669e-18
405,0.7673140662790875,321.9672502525751,298.30145943547717,3,21249.58586607719,1.079335149287853,1.0,DYE_LTH,0.37575296555066795,0.8330993680141225,63.83307429628964,54.1270298035256,0,0,-2.439164736525388,1.0,3.4714717045210447e-13
650,0.6310553330781833,628.3125729497265,797.6934937108895,1,1000000.0,0.787661649372118,0.7126521530320504,DYE_LTH,0.2142672569893065,1.1879657591258412,62.105946156785436,77.06629637689103,0,0,35.09969270288574,33.80400540811944,1.3859633233831301e-18
650,0.6191714397168913,640.3719140877927,744.0665989634884,2,28697.486283864644,0.8606378985158772,0.8127031463510488,DYE_LTH,0.31783625322155445,1.1028324808169823,38.89252746378932,29.286786586370546,0,0,34.65798176897418,32.836615755032774,1.54250178394199e-18
405,0.8288027024786144,298.0805917514182,306.10651164177733,2,24271.923606868437,0.9737806299927669,0.9840763044331453,GST_HTL,0.613557592199629,2.06862927823712,46.01538504518966,71.78547133885115,1,1,36.70917286280898,39.03566378435208,2.1643510627200005e-33
650,0.6291817839469633,630.1835337836526,750.6507782210962,1,1000000.0,0.8395162598473171,0.7858931094437888,GST_HTL,1.2846682639443094,2.055744542789697,60.252233375968096,82.2520846941301,1,1,46.27942596508302,50.48382072700692,8.412667329789981e-32
650,0.6089917686854633,651.0761235014119,727.2416949398083,1,1000000.0,0.8952678704090248,0.8587038799819491,MDISC,1.4786043736186403,2.2569947445799055,59.18265063705715,41.72342258570161,1,1,48.82984321805835,52.79177315849308,5.929119939444762e-35
405,0.877404234787112,281.5691903515176,319.62204641243494,1,1000000.0,0.8809442074223673,0.9267182360300635,DYE_LTH,0.17204368563345795,0.8303453312434657,26.44398609553246,20.243667116621793,0,0,6.2498702256635275,6.319231018366145,1.0762378110375489e-14
405,0.8665824932877816,285.0853806920349,318.6668359814591,2,17584.798068024447,0.8946189201458729,0.93504286055449,GST_HTL,0.5408686162664789,1.867574025228866,33.92951695159793,24.160838742139745,0,0,39.01808028052575,37.01017865601957,2.2358417688689025e-31
650,0.5628748398299644,704.4194764857075,719.8837823759224,1,1000000.0,0.9785183299460142,0.9695447846815219,GST_HTL,0.9811453940562932,2.0751138868384333,45.58285067736306,22.558214617295498,0,0,43.24170778897674,43.09124867360029,1.5433563480928485e-33
405,0.7609872109984887,324.64408919020667,324.98063781147806,4,23048.859689809986,0.9989644040840777,0.9993271292365892,MDISC,1.3888932264939235,2.379977704468793,46.5632876986767,67.64128491131719,0,0,23.657919587392104,16.03949700776491,3.0435952829738605e-38
780,0.4711677442115666,1009.8314365644551,1608.2210522279208,1,1000000.0,0.6279183046170816,0.30216585266956414,GST_HTL,1.032617266455023,1.896988201453892,33.46216154746905,40.18273304836981,0,0,52.44609143478975,52.35195000753215,6.59540579962754e-32
780,0.4289204328712056,1109.296651630656,1609.045904387974,1,1000000.0,0.6894126815186137,0.3680639769504389,GST_HTL,0.9739699414305562,1.942041721311722,52.4411420145788,48.366568140340014,1,1,51.18881885917173,55.43895612683672,8.697954717670863e-31
780,0.45787726259512895,1039.1431042093893,1558.3863894712113,3,24113.32833440359,0.6668070968984716,0.3539900156857533,GST_HTL,0.9982476978489402,1.9321393925123658,66.68459118799373,10.60274905072598,0,0,52.08971141401424,47.82449994551477,2.2191948267414737e-29
650,0.5686567024051307,697.2572350295094,714.5552679733515,1,1000000.0,0.9757918894182902,0.9659955360102633,MDISC,1.2641869965293138,2.2622556947851273,40.51984134948307,88.59028935268852,0,0,46.90118022439782,46.70835651118861,4.487601906127832e-37
650,0.6168643219924431,642.7669519276515,790.8381171127063,2,23574.190342048496,0.8127667825045508,0.7436815720137075,GST_HTL,1.269492933191937,1.8748174994230093,36.18396182021218,44.034915089313344,1,0,45.81548332394226,46.60547830809928,2.849777651577964e-31
780,0.4907230095644445,969.5897496681686,1668.5515523693666,1,1000000.0,0.5810966693185701,0.24710952850430826,DYE_LTH,0.37960430267708034,0.9282568768638058,49.694154877894945,39.538438520791686,0,1,49.946861085795156,51.27883521967353,3.2313941916048265e-15
650,0.5587868111242658,709.5729392793853,697.2368531755353,1,1000000.0,1.0176928199472903,1.0,GST_HTL,0.9731662010518922,2.0424407524223356,59.714472498323126,18.535940009074885,1,1,42.999668370266065,46.83766721054763,1.1916755192428706e-31
650,0.5624297223485545,704.9769673343777,767.3347090641115,3,17718.495992484903,0.9187346265024436,0.88274802327265,GST_HTL,1.241120649290059,2.029789245271965,62.0914388379136,21.18179013010316,1,0,43.21575469981358,41.18902574437114,3.059224445437991e-31
405,0.78063992698845,316.471130234228,326.8484384624731,3,19742.94873444742,0.968250396798403,0.9794592782721657,DYE_LTH,0.30489461902513976,0.9807794405196157,55.6891227427663,81.97339562337385,1,1,-0.8426666247193233,1.0,9.302608533857992e-16
780,0.4702720390092479,1011.7548153668635,1531.4464499575854,3,20758.368320598172,0.6606530808797688,0.353672735587392,DYE_LTH,0.37194163328936414,1.0496951983655969,25.844902035418205,85.18656988907802,1,0,49.45207960670669,45.9531164920012,2.0259008483272846e-18
405,0.8144050714325155,303.35027207707094,332.3627986503192,2,29965.38923885765,0.9127082613004096,0.9436263063325673,DYE_LTH,0.3120941383730378,1.1114287756203005,27.156399277423482,26.36356745355706,1,0,2.310359550171688,2.9097123918421457,2.227759676839535e-19
650,0.5842081748715908,678.6964254431236,778.0368648731665,1,1000000.0,0.8723191099097379,0.8198114707643269,MDISC,1.3019909298655858,2.1986436452801836,59.86476828897768,21.993394187901902,0,1,47.71361846758111,49.29705096336124,5.323184526028585e-34
780,0.47655083473229737,998.4244393723093,1655.3418431316359,2,27401.982417136176,0.6031530245640705,0.26878732982315534,MDISC,1.4740194057428346,2.1136754915149933,41.17984312102415,33.03436931805809,1,1,54.28187540304161,56.644551946098204,1.2899753045799426e-34
650,0.5600794603015887,707.935262947323,711.1122389714736,2,23894.443578882325,0.995532384551916,0.9936661916184698,GST_HTL,1.4187505222607464,2.116033854849635,21.151130239381875,62.10937687905969,1,0,43.07710522899988,43.54888330924035,5.805576823233413e-37
650,0.6337490789002492,625.6419349564187,720.1261352583448,1,1000000.0,0.8687949295604582,0.8278126646617703,GST_HTL,1.1078943937942587,1.9517222793542197,57.21248259216444,26.446384670051,1,1,46.44254449385744,50.364166815372776,1.6822658487078274e-30
780,0.4598168693590943,1034.7597743927565,1609.5732743521082,3,20195.18991548942,0.642878327368645,0.3167548969492001,GST_HTL,1.2375012481097483,1.980887176355923,31.2302411469991,46.195161290615474,0,0,52.1437189654712,47.38797268027652,1.590176502721704e-33
405,0.7971112068851623,309.9316605588658,324.12612353423583,2,15196.416848825005,0.9562069764059893,0.9720102532650496,DYE_LTH,0.15341079006092545,1.184428126987782,27.433136387655647,43.1699298981619,0,1,0.8270594450626527,1.0,1.383836341919716e-20
405,0.788947468529642,313.1387194389837,310.2687706249529,1,1000000.0,1.009249879735721,1.0,GST_HTL,1.2997820220742695,1.9397547996197333,43.411591422068966,59.998078964084186,0,1,33.361404587539305,34.48817425252782,1.313356660850958e-31
780,0.4653288834748028,1022.50261459595,1606.2439089478605,1,1000000.0,0.6365799172217381,0.3111492467886219,GST_HTL,1.0596403313082179,1.8620960983722852,29.096406524763555,78.94284968108138,1,0,52.29339770956759,54.87751078094112,8.926073881667898e-32
650,0.6397430409818885,619.7800907555712,743.1468904524604,3,29683.97153423942,0.8339940578614572,0.7813488176066367,MDISC,1.8935950080092188,2.2039922476824225,47.58612976296699,30.311085123464345,0,1,49.980702010943354,46.83893934547388,2.3351606111104964e-35
405,0.7732108060670634,319.511830488531,327.820600722016,1,1000000.0,0.974654520749504,0.9835197692234202,GST_HTL,0.7431721909994541,2.0889067727422637,62.784823405314285,76.41758916535933,0,1,31.62468512476666,33.123909718646686,4.588793208070009e-32
405,0.8028310000755579,307.72354328214664,310.98829112866815,1,1000000.0,0.9895020232605132,0.9934917751428362,DYE_LTH,0.3207713839588007,1.1392512381867534,26.138844483135426,80.1155260700235,1,1,1.3444380817740267,3.8234443407899223,6.545538565233756e-20
780,0.44594234334312927,1066.9540740021112,1569.2012564908205,2,19020.954612343143,0.6799345014470122,0.3662297665918137,DYE_LTH,0.22282349565737214,1.020818872340792,41.80632645676583,33.55726076335341,1,1,48.7700098583802,51.05976751046763,4.6275608644294715e-17
405,0.8629008368667287,286.30172720316386,319.35647735037514,3,26997.828839209727,0.8964957579020827,0.9360283632984078,GST_HTL,0.5224693083201174,1.9074709437539785,47.081710733043344,60.67825758609178,0,0,38.81924425467427,34.1952649558893,9.558547836076901e-31
780,0.48831838564454816,974.3642958926794,1682.581472233389,2,27225.816426036858,0.579088924947776,0.2425774222179161,GST_HTL,0.5671753999157101,1.9620992352110755,44.873244698994526,67.61620653058367,0,0,52.86287489265921,51.074972983329694,8.057858374574873e-32
780,0.5100018641848105,932.9377663364448,1695.7158598560038,2,24007.7529065048,0.5501734037067199,0.2175000525076123,DYE_LTH,0.15261138358703488,1.1657647783699838,40.93852624460365,40.65108225995979,1,0,50.35999863124627,51.122117713702565,1.969965863299257e-19
780,0.42903369605776076,1109.0038017338925,1669.3723969370826,1,1000000.0,0.6643237924435922,0.3260393529251931,MDISC,1.5497547170857948,2.457756838645957,56.07664305609528,58.83237336063661,1,0,52.89278748259132,55.305698225012904,2.3813981063567255e-38
650,0.5635001277421208,703.6378174193663,738.0765851247977,1,1000000.0,0.9533398452145609,0.9334409865457131,DYE_LTH,0.1486041633674754,1.1366118641240173,62.32039246572786,86.41890501787832,0,1,32.03080194349702,31.525670426095544,8.407328409666053e-18
405,0.8036631615788778,307.4049076912337,330.49218814407436,2,21895.222691416966,0.9301427347421113,0.9548752637507696,GST_HTL,0.5777653440789571,1.8009357562503114,68.38496941035433,10.420305484670793,0,0,34.74307146221813,32.83321909975669,2.6602779750224156e-27
780,0.5117313575462243,929.7847258793815,1507.0255695152541,4,21690.086594369335,0.6169667885452359,0.3152208775620374,GST_HTL,1.041900947378358,2.1491783343505633,56.61124432047806,74.52489182891598,1,1,53.36580494738156,49.80325411065128,1.42516712781446e-33
405,0.8340664394852313,296.1994252549883,329.89057082659457,1,1000000.0,0.8978717533902602,0.9348377528231844,DYE_LTH,0.11324963131303006,1.0353055027879725,69.96767497829174,54.464526514974374,0,0,3.745332632402411,3.4043890474119167,6.21204092135047e-16
780,0.48974202672468403,971.5318964600076,1548.121345887373,3,29565.873677480515,0.6275553909523364,0.3156318112918563,MDISC,1.579371373325971,2.431021325494657,62.22746992675352,35.528037859460454,1,0,54.59556384439334,52.49482476566791,2.9417162282366737e-37
405,0.7600039162117972,325.06411444747386,330.04998532496074,1,1000000.0,0.9848935885496922,0.9900778112152535,DYE_LTH,0.11960690223968272,0.9261161351322441,46.97456461876686,73.25785318711709,0,1,-3.4357483573006506,1.0,2.630197181852839e-15
405,0.8300622144636995,297.628293030563,306.32752510738607,1,1000000.0,0.971601533117948,0.9827520151570047,MDISC,1.2170155286803097,2.4373508363421,46.4468567013606,85.1254158810317,1,1,30.425280236098775,34.454272405496035,3.6727598183917404e-39
405,0.7548875805168139,327.26727313603925,318.96480393505306,2,19075.30456603506,1.0260294211102887,1.0,GST_HTL,0.5916993351114301,1.9345481855313689,46.12595958172615,68.58174457477162,0,0,29.130279944242105,27.04391093259668,2.904781613679088e-31
650,0.6352821821691902,624.1320961436992,765.5215125237343,2,19158.984685451604,0.8153031442396579,0.75368646018198,MDISC,1.2360805417762586,2.054733799339558,39.58150702701781,19.955004583748508,1,1,49.827149234303114,52.09378195428535,7.71333907856089e-34
780,0.5079118307562165,936.7767616115458,1713.8513977066011,1,1000000.0,0.5465915906507988,0.21136912376648376,DYE_LTH,0.1501101838276226,1.1964674504547905,31.58358506917217,85.41854193081005,1,1,50.317431595931936,52.516786637669455,1.6309912229910207e-20
405,0.7656440390645495,322.6695270844678,296.80360228596805,1,1000000.0,1.0871482845871194,1.0,GST_HTL,1.4572702629833256,2.1304822783175865,60.038484356493754,60.38223383969225,0,1,30.66728220814706,31.91323921400583,5.95007151276884e-33
780,0.45962420189026587,1035.1935299386087,1666.1090497802477,2,17308.438595097825,0.6213239944138987,0.28313511993516194,MDISC,1.3795524574693285,2.1119088074113117,46.84872114467068,57.43519478733625,1,0,53.838443553345655,54.83290461424314,5.479832330460006e-34
405,0.8008520695904494,308.4839377718531,308.3755199926434,1,1000000.0,1.0003515771265252,1.0,GST_HTL,1.3521935333470076,1.814168947367418,36.45256826849355,84.52715906551919,1,0,34.49435582205693,36.805537997564024,2.941452795725172e-30
650,0.5581046215907648,710.440273491835,706.8696911108577,2,16141.962892354502,1.0050512596959222,1.0,MDISC,1.5961172216111794,2.240293288663324,49.62038923297588,75.97447727401193,0,1,46.28932416927775,45.83339556337074,1.0465831559190549e-35
780,0.5064492880307349,939.4820197103825,1659.8809392521478,2,28022.412060773204,0.5659936188758586,0.2367388038440725,GST_HTL,0.657340659702526,1.864160042132029,36.700443937261895,29.0952025040814,1,0,53.258303896101864,53.84691156193189,4.776080466024716e-31
405,0.8645131986958607,285.7677596740928,339.0383886205559,1,1000000.0,0.8428772943288072,0.8989379591100644,MDISC,1.303095893978756,2.167559427129571,57.17541281458039,22.860791683864655,1,1,32.53506811496382,36.599038522558764,8.502052032038512e-34
405,0.783629482990728,315.26378902581837,304.2884026668694,1,1000000.0,1.0360690261697705,1.0,GST_HTL,1.0598443123088295,1.8463375427121032,38.83476809933994,10.725792372217997,1,0,32.80835249547571,35.22780464447457,1.4941835075674063e-30
780,0.5132028105510018,927.1188509064395,1498.242490365614,3,25318.2858345122,0.6188042702488007,0.31910110625128485,GST_HTL,0.8009635669468163,2.083268835458113,23.367530073438584,56.57363681410186,0,1,53.39517803496457,50.434695806851956,3.904764764038757e-36
780,0.5052414659198647,941.7279302951465,1725.4779834241656,2,21689.374605154822,0.5457780043222066,0.2085659238344239,DYE_LTH,0.27831875776856363,0.9534449041622487,23.281307228700648,75.72103579259527,0,1,50.2622929620935,48.719892516565515,6.165981686021989e-17
405,0.7632851705601835,323.66671006943216,338.1355404524322,2,27388.81148699845,0.9572099686308027,0.9714770237124835,GST_HTL,1.3399471646724719,2.109129112006722,31.502684151571696,20.506810112750244,1,1,30.349323122142266,32.303471019172,1.286199288938539e-35
405,0.8726700696217878,283.09668063563885,315.89003862661747,2,20963.915969441914,0.8961874260627116,0.93651783217494,GST_HTL,1.4839776479598283,1.9637336025260173,64.70496018395673,28.396368471286895,0,0,39.336460876149104,37.34926806151598,5.093432867480982e-30
780,0.46715324601025127,1018.509459291136,1611.0675982822293,1,1000000.0,0.6321953593859765,0.3057106300167494,GST_HTL,0.5911644904061917,1.861463215264445,42.68468173026413,52.42835149826049,0,1,52.34173865939909,54.01499041188788,1.9797342771015327e-30
405,0.8685386845447884,284.4432889359233,343.93657669702543,1,1000000.0,0.8270225041708492,0.8878197191980575,GST_HTL,0.5012318351664259,2.039330906048971,50.36532241313356,29.803196448270015,1,0,39.12177211282289,41.67220987217627,1.701950926719463e-32
405,0.7849691425765627,314.72574729382274,335.2350259526241,1,1000000.0,0.9388211938757862,0.9598113182590593,GST_HTL,0.5116205399081006,1.8289787551178236,39.62467782033424,48.39510677736988,1,0,32.9506801305942,35.25415219144693,3.384017300526424e-30
405,0.848417704789459,291.1891142834027,343.17561026758233,3,25864.279621896178,0.8485134303581642,0.901249638071248,DYE_LTH,0.14377662221054366,0.8411169617970663,48.54522509220821,11.4694109552432,0,0,4.6609047385452635,1.0,6.649640234184315e-14
650,0.5826461308243992,680.515975346791,742.0970585767499,1,1000000.0,0.9170174810447791,0.8841202762795666,GST_HTL,0.5332031087913666,1.8314313988620083,39.8461638100798,20.617260323444828,1,1,44.305468014552424,48.17141078128131,3.241866192150057e-30
650,0.6321440728009866,627.2304322069112,685.6761258410659,2,29273.249615329903,0.9147619533019853,0.8896818186885986,GST_HTL,1.3962213026850383,2.0379106549507746,50.830229093123705,59.03553398924848,0,1,46.385744431218356,46.050612968453876,1.988970354840893e-32
650,0.6112257985881159,648.6964406867056,738.1527761927665,2,23295.021788879378,0.8788105411355933,0.8361789188673007,DYE_LTH,0.3351497660256586,0.9923615325795939,22.03770530462364,23.119958479159777,0,1,34.34327544608024,34.081085483374515,1.1409908177278291e-17
780,0.4850294185873454,980.9714251679286,1594.6954057155294,2,19935.26156721993,0.6151465801256091,0.29303947235745,GST_HTL,1.2442790655949556,2.1487331115892485,41.682766697819446,13.492932616588895,0,0,52.786387177846514,50.8290406566255,4.0134903818016094e-35
405,0.8141259900818939,303.4542601632813,298.5741562650843,1,1000000.0,1.0163446962699085,1.0,GST_HTL,0.9183997886676527,1.881431312136897,62.02262031384667,23.93546692626029,1,0,35.61392970774955,38.070522991672874,5.129915659904228e-29
405,0.7949715490311052,310.76583847698623,313.3971846648117,4,15601.637871187237,0.9916037976198167,0.9947511313292694,MDISC,1.6629403268579148,2.219307709594795,56.262883020756824,48.93351531397623,1,1,27.579788146131712,23.72888429171142,1.112248216649848e-34
